"vendor","part_number","family","system_name","description","diameter_mm","center_thickness_mm","total_track_mm","efl_mm","bfl_mm","ffl_mm","fnum","na_image","enp_diameter_mm","glass_codes_json","glass_names_json","coating","wavelength_nm_primary","wavelengths_nm_json","zmx_relpath","lhlt_relpath","imported_at","import_status","import_notes_json","nd_primary","vd_primary","n_elements"
"EdmundOptics","12-430","AsphericGlassPolished/HighPrecisionAspheric","12430","Asphere MRF-Grade 15mm x 22.5mm UNCTD","15","8.79","25.4988","22.5039","16.7088","22.5039","1.5003","0.333276","15","[""517642""]","[""N-BK7""]",,"587.5618000000001","[587.5618000000001,656.2725,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/HighPrecisionAspheric/12-430.zmx","EdmundOptics/AsphericGlassPolished/HighPrecisionAspheric/12-430.lhlt","2026-05-17T12:57:20.7955320-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","12-438","AsphericGlassPolished/HighPrecisionAspheric","12438","Asphere MRF-Grade 25mm x 37.5mm UNCTD","25","9.721","40.8122","37.5001","31.0912","37.5001","1.5","0.333332","25","[""517642""]","[""N-BK7""]",,"587.6","[587.6,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/HighPrecisionAspheric/12-438.zmx","EdmundOptics/AsphericGlassPolished/HighPrecisionAspheric/12-438.lhlt","2026-05-17T12:57:20.8178579-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","12-439","AsphericGlassPolished/HighPrecisionAspheric","12439","Asphere MRF-Grade 25mm x 50mm UNCTD","25","7.24","52.4669","50.0002","45.2269","50.0002","2","0.249999","25","[""517642""]","[""N-BK7""]",,"587.6","[587.6,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/HighPrecisionAspheric/12-439.zmx","EdmundOptics/AsphericGlassPolished/HighPrecisionAspheric/12-439.lhlt","2026-05-17T12:57:20.8413599-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","12-445","AsphericGlassPolished/HighPrecisionAspheric","12445","Asphere MRF-Grade 40mm x 40mm UNCTD","40","14.7","45.9146","40.0028","31.2146","40.0028","1.0001","0.499965","40","[""673322""]","[""N-SF5""]",,"587.6","[587.6,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/HighPrecisionAspheric/12-445.zmx","EdmundOptics/AsphericGlassPolished/HighPrecisionAspheric/12-445.lhlt","2026-05-17T12:57:20.8726846-07:00","ok",,"1.67271","32.25","1"
"EdmundOptics","12-448","AsphericGlassPolished/HighPrecisionAspheric","12448","Asphere MRF-Grade 50mm x 50mm UNCTD","50","13.058","55.8247","50.0004","42.7667","50.0004","1","0.499996","50","[""805254""]","[""N-SF6""]",,"587.6","[587.6,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/HighPrecisionAspheric/12-448.zmx","EdmundOptics/AsphericGlassPolished/HighPrecisionAspheric/12-448.lhlt","2026-05-17T12:57:20.8959446-07:00","ok",,"1.80518","25.36","1"
"EdmundOptics","13-589","AsphericGlassMolded/HOYAMoldedGlassAspheric","A61",,"4","1.95","4.3478","3.0004","-0.4357","3.2037","0.9091","0.550001",,"[""589612""]","[""M-BACD5N""]",,"780","[780.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassMolded/HOYAMoldedGlassAspheric/13-589.zmx","EdmundOptics/AsphericGlassMolded/HOYAMoldedGlassAspheric/13-589.lhlt","2026-05-17T12:57:19.1459635-07:00","glass_unresolved","[""surf 4: glass '___BLANK' NOT FOUND in any catalog""]","1.58913","61.25","1"
"EdmundOptics","14-374","PlanoConvex","14374","15.0mm Dia. x 200.0mm FL, Uncoated, Plano-Convex Lens","15","3.2","201.0909","200.0006","197.8909","200.0006","13.3334","0.0375","15","[""517642""]","[""N-BK7""]",,"587.6","[587.6,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/PlanoConvex/14-374.zmx","EdmundOptics/PlanoConvex/14-374.lhlt","2026-05-17T12:57:08.8184828-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","14-382","PlanoConvex","14382","15.0mm Dia. x 250.0mm FL, Uncoated, Plano-Convex Lens","15","3","251.0229","250.0008","248.0229","250.0008","16.6667","0.03","15","[""517642""]","[""N-BK7""]",,"587.6","[587.6,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/PlanoConvex/14-382.zmx","EdmundOptics/PlanoConvex/14-382.lhlt","2026-05-17T12:57:08.8401822-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","14-572","AsphericPlastic/SmallDiameterPlasticAspheric",,,"6","3","8.5804","6.9166","-0.0331","6.1178","1.1528","0.433742","6","[""491530""]","[""ACRYLIC""]",,"550","[550.0,633.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/14-572.zmx","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/14-572.lhlt","2026-05-17T16:20:11.4760551-07:00","ok",,"1.49061","53","1"
"EdmundOptics","14-994","AsphericGlassPolished/Aspheric","14994","LENS ASPHERE 75MM F/0.8 UNCTD","75","23.8","69.5728","60.0012","45.7728","60.0012","0.8","0.624987","75","[""673322""]","[""N-SF5""]",,"587.6","[587.6,587.5618000000001,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/Aspheric/14-994.zmx","EdmundOptics/AsphericGlassPolished/Aspheric/14-994.lhlt","2026-05-17T12:57:19.5841178-07:00","ok",,"1.67271","32.25","1"
"EdmundOptics","14-997","AsphericGlassPolished/Aspheric","14997","LENS ASPHERE 75MM F/1 UNCTD","75","25.4","83.6544","75.0002","58.2544","75.0002","1","0.499998","75","[""517642""]","[""N-BK7""]",,"587.6","[587.6,587.5618000000001,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/Aspheric/14-997.zmx","EdmundOptics/AsphericGlassPolished/Aspheric/14-997.lhlt","2026-05-17T12:57:19.5945447-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","15-000","AsphericGlassPolished/Aspheric","15000","LENS ASPHERE 75MM F/1.5 UNCTD","75","16.8","118.2244","112.5003","101.4244","112.5003","1.5","0.333332","75","[""517642""]","[""N-BK7""]",,"587.6","[587.6,587.5618000000001,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/Aspheric/15-000.zmx","EdmundOptics/AsphericGlassPolished/Aspheric/15-000.lhlt","2026-05-17T12:57:19.6054130-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","15-003","AsphericGlassPolished/Aspheric","15003","LENS ASPHERE 100MM F/0.8 UNCTD","100","31.2","92.5487","80.0011","61.3487","80.0011","0.8","0.624991","100","[""673322""]","[""N-SF5""]",,"587.6","[587.6,587.5618000000001,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/Aspheric/15-003.zmx","EdmundOptics/AsphericGlassPolished/Aspheric/15-003.lhlt","2026-05-17T12:57:19.6157034-07:00","ok",,"1.67271","32.25","1"
"EdmundOptics","15-006","AsphericGlassPolished/Aspheric","15006","LENS ASPHERE 100MM F/1 UNCTD","100","33.1","111.278","100.0003","78.178","100.0003","1","0.499998","100","[""517642""]","[""N-BK7""]",,"587.6","[587.6,587.5618000000001,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/Aspheric/15-006.zmx","EdmundOptics/AsphericGlassPolished/Aspheric/15-006.lhlt","2026-05-17T12:57:19.6257096-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","15-009","AsphericGlassPolished/Aspheric","15009","LENS ASPHERE 100MM F/1.5 UNCTD","100","22","157.4962","150.0005","135.4962","150.0005","1.5","0.333332","100","[""517642""]","[""N-BK7""]",,"587.6","[587.6,587.5618000000001,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/Aspheric/15-009.zmx","EdmundOptics/AsphericGlassPolished/Aspheric/15-009.lhlt","2026-05-17T12:57:19.6357084-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","15-012","AsphericGlassPolished/Aspheric","15012","LENS ASPHERE 150MM F/0.8 UNCTD","150","45.4","138.2593","120.0009","92.8593","120.0009","0.8","0.624995","150","[""673322""]","[""N-SF5""]",,"587.6","[587.6,587.5618000000001,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/Aspheric/15-012.zmx","EdmundOptics/AsphericGlassPolished/Aspheric/15-012.lhlt","2026-05-17T12:57:19.6490245-07:00","ok",,"1.67271","32.25","1"
"EdmundOptics","15-015","AsphericGlassPolished/Aspheric","15015","LENS ASPHERE 150MM F/1 UNCTD","150","48.3","166.4571","150.0005","118.1571","150.0005","1","0.499998","150","[""517642""]","[""N-BK7""]",,"587.6","[587.6,587.5618000000001,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/Aspheric/15-015.zmx","EdmundOptics/AsphericGlassPolished/Aspheric/15-015.lhlt","2026-05-17T12:57:19.6586876-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","15-018","AsphericGlassPolished/Aspheric","15018","LENS ASPHERE 150MM F/1.5 UNCTD","150","31.8","235.8355","225.0007","204.0355","225.0007","1.5","0.333332","150","[""517642""]","[""N-BK7""]",,"587.6","[587.6,587.5618000000001,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/Aspheric/15-018.zmx","EdmundOptics/AsphericGlassPolished/Aspheric/15-018.lhlt","2026-05-17T12:57:19.6681105-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","15-027","AsphericGlassPolished/Aspheric","15027","LENS ASPHERE 200MM F/1.5 UNCTD","200","41.6","314.1747","300.0009","272.5747","300.0009","1.5","0.333332","200","[""517642""]","[""N-BK7""]",,"587.6","[587.6,587.5618000000001,486.1327,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassPolished/Aspheric/15-027.zmx","EdmundOptics/AsphericGlassPolished/Aspheric/15-027.lhlt","2026-05-17T12:57:19.6780019-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","15-271","AsphericPlastic/SmallDiameterPlasticAspheric",,,"3","3","3.9686","3.0073","0.978","3.0668","1.0024","0.498794","3","[""491530""]","[""ACRYLIC""]",,"550","[550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/15-271.zmx","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/15-271.lhlt","2026-05-17T16:20:11.5155804-07:00","ok",,"1.49061","53","1"
"EdmundOptics","15-272","AsphericPlastic/SmallDiameterPlasticAspheric","15272","7mm Dia. x 7.32mm FL, Small Diameter Plastic Aspheric Lens","4.653","2.1082","7.8519","7.3332","6.5892","6.5892","1.576","0.317257","4.653","[""491530""]","[""ACRYLIC""]",,"550","[550.0,633.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/15-272.zmx","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/15-272.lhlt","2026-05-17T11:08:58.1457799-07:00","ok",,"1.49061","53","1"
"EdmundOptics","15-273","AsphericPlastic/SmallDiameterPlasticAspheric",,,"6","3","7.526","5.8389","0.0143","5.0813","0.9731","0.513798","6","[""585279""]","[""POLYCARB""]",,"550","[550.0,633.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/15-273.zmx","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/15-273.lhlt","2026-05-17T16:20:11.5545590-07:00","ok",,"1.58472","27.9","1"
"EdmundOptics","15-275","AsphericPlastic/SmallDiameterPlasticAspheric","15275 Asphere  EFL 12mm","Aspheric Condenser EFL 12mm UNCTD","8","7","13.994","12.0293","7.0153","12.5851","1.5037","0.332522","8","[""491530""]","[""ACRYLIC""]",,"550","[550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/15-275.zmx","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/15-275.lhlt","2026-05-17T11:08:58.8351054-07:00","ok",,"1.49061","53","1"
"EdmundOptics","15-276","AsphericPlastic/SmallDiameterPlasticAspheric",,,"12","5","19.191","18.0446","14.2253","18.6401","1.5037","0.332509","12","[""491530""]","[""ACRYLIC""]",,"550","[550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/15-276.zmx","EdmundOptics/AsphericPlastic/SmallDiameterPlasticAspheric/15-276.lhlt","2026-05-17T16:20:11.6004194-07:00","ok",,"1.49061","53","1"
"EdmundOptics","15-476","Achromats/YAG-BBARCoatedAchromatic","15476 Achromatic Lens","LENS ACH 12.7 X 31.8 YAG-BBAR TS","12.7","5.75","34.5823","31.7484","28.8323","31.1304","2.7135","0.184261","11.7","[""618498"",""785261""]","[""N-SSK8"",""N-SF56""]","EO_YAGBBAR_517","587.6","[587.6,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/Achromats/YAG-BBARCoatedAchromatic/15-476.zmx","EdmundOptics/Achromats/YAG-BBARCoatedAchromatic/15-476.lhlt","2026-05-17T12:57:18.9567386-07:00","ok",,"1.61773","49.83","2"
"EdmundOptics","15-477","Achromats/YAG-BBARCoatedAchromatic","15477 Achromatic Lens","LENS ACH 18 X 35 YAG-BBAR TS","18","7.609999999999999","38.3467","35.0064","30.7367","34.7025","2.0592","0.242813","17","[""670471"",""728285""]","[""N-BAF10"",""N-SF10""]","EO_YAGBBAR_785","587.6","[587.6,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/Achromats/YAG-BBARCoatedAchromatic/15-477.zmx","EdmundOptics/Achromats/YAG-BBARCoatedAchromatic/15-477.lhlt","2026-05-17T12:57:18.9688954-07:00","ok",,"1.67003","47.11","2"
"EdmundOptics","16-046","Achromats/Ultra-BroadbandAchromatic","Air Spaced Achromatic Doublet, 150 mm EFL, 1.65-3.0 µm","ABS.COM","15","6.300000000000001","103.7157","100.5425","96.2105","99.4717","6.7028","0.074595","15","[""434936"",""768780""]","[""CAF2"",""SAPPHIRE""]",,"1030","[1030.0,3500.0,2300.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/Achromats/Ultra-BroadbandAchromatic/16-046.zmx","EdmundOptics/Achromats/Ultra-BroadbandAchromatic/16-046.lhlt","2026-05-17T12:57:15.6737840-07:00","ok",,"1.43388","93.6","2"
"EdmundOptics","16-684","AsphericGlassMolded/LightPath®Geltech™MoldedAspheric","16684","LightPath 353515 | 3mm Dia., 0.40 NA, BBAR (350-700nm), Molded Aspheric Lens","2.7","2.15968132163","4.2407","3.5083","0.3796","3.5083","1.2994","0.384801","2.7","[""497816"",""517642""]","[""H-FK61"",""BK7""]",,"515","[515.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassMolded/LightPath®Geltech™MoldedAspheric/16-684.zmx","EdmundOptics/AsphericGlassMolded/LightPath®Geltech™MoldedAspheric/16-684.lhlt","2026-05-17T11:08:10.9488520-07:00","ok",,"1.497","81.612838","2"
"EdmundOptics","16-687","AsphericGlassMolded/LightPath®Geltech™MoldedAspheric","16687",,"4.2","4.472289313303","6.3549","4.4703","-0.0009","4.4703","1.0644","0.469768","4.2","[""806409"",""585279""]","[""D-ZLAF52LA_M"",""POLYCARB""]",,"780","[780.0,670.0,630.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassMolded/LightPath®Geltech™MoldedAspheric/16-687.zmx","EdmundOptics/AsphericGlassMolded/LightPath®Geltech™MoldedAspheric/16-687.lhlt","2026-05-17T11:08:11.2448664-07:00","ok",,"1.805881","40.888056","2"
"EdmundOptics","16-689","AsphericGlassMolded/LightPath®Geltech™MoldedAspheric","16689",,"4.5","2.921932929444","16.1161","15.04","13.1942","15.04","3.3422","0.149601","4.5","[""586607""]","[""D-ZK3M""]",,"670","[670.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassMolded/LightPath®Geltech™MoldedAspheric/16-689.zmx","EdmundOptics/AsphericGlassMolded/LightPath®Geltech™MoldedAspheric/16-689.lhlt","2026-05-17T11:08:11.5546837-07:00","ok",,"1.58642","60.713872","1"
"EdmundOptics","16-691","AsphericGlassMolded/LightPath®Geltech™MoldedAspheric","16691",,"7","4.326329831011","8.3385","6.75","0.39","6.75","0.9643","0.518519","7","[""586607"",""517642""]","[""D-ZK3M"",""BK7""]",,"633","[633.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassMolded/LightPath®Geltech™MoldedAspheric/16-691.zmx","EdmundOptics/AsphericGlassMolded/LightPath®Geltech™MoldedAspheric/16-691.lhlt","2026-05-17T11:08:11.8573504-07:00","ok",,"1.58642","60.713872","2"
"EdmundOptics","16-701","AsphericGlassMolded/LightPath®Geltech™MoldedAspheric","16701",,"4.6","3.95","5.9004","4.1258","0.3775","4.1258","0.8969","0.557464","4.6","[""806409"",""517642""]","[""D-ZLAF52LA_M"",""BK7""]",,"447","[447.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/AsphericGlassMolded/LightPath®Geltech™MoldedAspheric/16-701.zmx","EdmundOptics/AsphericGlassMolded/LightPath®Geltech™MoldedAspheric/16-701.lhlt","2026-05-17T11:08:12.1650842-07:00","ok",,"1.805881","40.888056","2"
